#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn    rmse_v_val  rmse_v_trn         lr
 202000      1.26e+00    1.25e+00      1.18e-03    1.47e-03      7.72e-02    6.64e-02      5.86e-03    1.35e-02    2.4e-04
 203000      1.27e+00    1.19e+00      5.67e-04    5.00e-04      7.41e-02    7.48e-02      1.18e-02    6.04e-03    2.4e-04
 204000      1.26e+00    1.21e+00      1.44e-03    1.13e-04      7.30e-02    7.38e-02      9.74e-03    8.67e-03    2.4e-04
 205000      1.12e+00    1.17e+00      9.67e-05    7.33e-04      7.02e-02    7.30e-02      7.53e-03    7.78e-03    2.3e-04
 206000      1.16e+00    1.24e+00      1.55e-03    3.81e-04      6.79e-02    7.83e-02      8.18e-03    7.40e-03    2.3e-04
 207000      1.15e+00    1.16e+00      1.23e-04    9.63e-04      6.81e-02    7.31e-02      1.16e-02    5.35e-03    2.3e-04
 208000      1.24e+00    1.17e+00      4.09e-04    1.93e-04      7.12e-02    7.43e-02      1.34e-02    6.52e-03    2.3e-04
 209000      1.34e+00    1.24e+00      1.32e-03    1.52e-03      8.01e-02    6.90e-02      1.02e-02    1.25e-02    2.3e-04
 210000      1.08e+00    1.26e+00      1.72e-03    1.48e-03      6.50e-02    7.67e-02      4.28e-03    9.01e-03    2.2e-04
 211000      1.25e+00    1.13e+00      6.72e-04    4.17e-04      7.58e-02    6.82e-02      1.18e-02    1.10e-02    2.2e-04
 212000      1.05e+00    1.17e+00      1.59e-04    5.54e-04      6.66e-02    7.57e-02      7.63e-03    5.95e-03    2.2e-04
 213000      1.26e+00    1.07e+00      7.76e-04    2.61e-04      7.82e-02    6.82e-02      1.01e-02    7.77e-03    2.2e-04
 214000      1.24e+00    1.15e+00      8.45e-04    5.90e-04      7.74e-02    7.22e-02      9.11e-03    8.31e-03    2.2e-04
 215000      1.18e+00    1.08e+00      5.90e-04    3.31e-04      7.37e-02    7.21e-02      1.08e-02    4.28e-03    2.1e-04
 216000      1.15e+00    1.36e+00      2.41e-03    2.87e-03      6.29e-02    7.75e-02      7.65e-03    3.81e-03    2.1e-04
 217000      1.37e+00    1.04e+00      2.97e-03    1.29e-03      7.64e-02    6.53e-02      6.10e-03    6.15e-03    2.1e-04
 218000      1.05e+00    1.17e+00      1.60e-04    5.04e-04      6.91e-02    6.91e-02      6.41e-03    1.36e-02    2.1e-04
 219000      1.32e+00    1.28e+00      2.52e-03    1.61e-03      7.49e-02    7.99e-02      8.93e-03    7.58e-03    2.1e-04
 220000      1.26e+00    1.13e+00      1.80e-03    1.56e-03      7.87e-02    6.83e-02      7.76e-03    9.24e-03    2.1e-04
 221000      1.24e+00    1.17e+00      8.65e-04    7.18e-04      7.82e-02    7.31e-02      1.14e-02    1.18e-02    2.1e-04
 222000      1.40e+00    1.43e+00      3.89e-03    3.49e-03      6.58e-02    7.55e-02      7.61e-03    7.01e-03    2.1e-04
 223000      1.26e+00    1.14e+00      1.96e-03    1.27e-03      7.61e-02    7.44e-02      8.94e-03    5.29e-03    2.1e-04
 224000      1.23e+00    1.16e+00      7.33e-04    5.52e-04      7.41e-02    7.66e-02      1.40e-02    8.11e-03    2.1e-04
 225000      1.20e+00    1.13e+00      1.53e-04    7.52e-04      8.21e-02    7.02e-02      7.67e-03    1.22e-02    2.0e-04
 226000      1.28e+00    1.11e+00      1.87e-03    2.21e-03      7.80e-02    6.48e-02      1.07e-02    6.67e-03    2.0e-04
 227000      1.14e+00    1.15e+00      4.58e-05    9.54e-05      7.01e-02    7.86e-02      1.39e-02    6.95e-03    2.0e-04
 228000      1.02e+00    1.26e+00      1.10e-03    1.23e-03      6.77e-02    8.17e-02      5.50e-03    9.89e-03    2.0e-04
 229000      1.13e+00    1.05e+00      1.90e-03    1.31e-03      6.79e-02    6.79e-02      8.69e-03    6.51e-03    2.0e-04
 230000      9.57e-01    1.13e+00      1.06e-03    1.32e-03      6.33e-02    7.47e-02      6.46e-03    7.75e-03    1.9e-04
 231000      1.04e+00    1.17e+00      7.20e-04    1.91e-03      7.15e-02    7.43e-02      6.53e-03    6.80e-03    1.9e-04
 232000      1.04e+00    1.03e+00      7.65e-04    1.16e-04      7.07e-02    7.31e-02      7.15e-03    4.36e-03    1.9e-04
 233000      1.05e+00    1.01e+00      1.98e-04    7.79e-04      7.34e-02    6.86e-02      6.28e-03    6.29e-03    1.9e-04
 234000      1.26e+00    1.09e+00      1.39e-03    5.10e-04      8.57e-02    6.46e-02      4.86e-03    1.49e-02    1.9e-04
 235000      9.62e-01    9.75e-01      1.15e-03    1.17e-03      6.44e-02    6.64e-02      6.51e-03    5.04e-03    1.9e-04
 236000      1.05e+00    9.71e-01      7.18e-04    6.17e-05      7.37e-02    6.79e-02      5.81e-03    7.24e-03    1.9e-04
 237000      1.13e+00    9.33e-01      1.33e-03    8.02e-04      7.63e-02    6.44e-02      7.32e-03    5.97e-03    1.9e-04
 238000      1.14e+00    1.24e+00      9.00e-04    2.15e-03      7.90e-02    7.89e-02      7.65e-03    6.90e-03    1.9e-04
 239000      1.17e+00    1.04e+00      1.37e-03    1.58e-03      7.68e-02    6.38e-02      9.72e-03    1.01e-02    1.9e-04
 240000      1.08e+00    9.32e-01      1.02e-03    1.55e-04      7.38e-02    6.54e-02      8.67e-03    8.07e-03    1.8e-04
 241000      1.09e+00    1.17e+00      8.08e-04    8.11e-04      7.80e-02    8.07e-02      6.17e-03    1.01e-02    1.8e-04
 242000      1.01e+00    1.02e+00      5.75e-04    1.10e-03      6.26e-02    7.21e-02      1.39e-02    4.07e-03    1.8e-04
 243000      9.87e-01    8.15e-01      3.60e-04    2.48e-04      6.63e-02    5.78e-02      1.08e-02    6.25e-03    1.8e-04
 244000      9.37e-01    1.08e+00      6.30e-05    4.30e-04      6.72e-02    6.77e-02      6.58e-03    1.46e-02    1.8e-04
 245000      1.05e+00    1.04e+00      8.05e-04    5.99e-04      7.24e-02    7.00e-02      1.04e-02    1.21e-02    1.7e-04
 246000      1.09e+00    1.02e+00      1.83e-03    9.09e-04      6.91e-02    7.40e-02      9.79e-03    4.96e-03    1.7e-04
 247000      1.03e+00    1.03e+00      1.27e-04    6.62e-04      7.12e-02    7.40e-02      1.10e-02    7.51e-03    1.7e-04
 248000      1.29e+00    1.04e+00      1.67e-03    1.28e-03      7.71e-02    7.20e-02      1.76e-02    6.72e-03    1.7e-04
 249000      1.10e+00    1.04e+00      4.73e-04    2.99e-04      8.00e-02    7.47e-02      7.57e-03    8.54e-03    1.7e-04
 250000      8.74e-01    1.02e+00      1.14e-03    9.68e-04      6.00e-02    7.45e-02      7.24e-03    5.83e-03    1.7e-04
 251000      1.00e+00    9.45e-01      1.37e-04    1.05e-03      7.67e-02    6.68e-02      3.68e-03    7.09e-03    1.7e-04
 252000      1.10e+00    9.05e-01      5.47e-04    7.25e-04      7.19e-02    6.55e-02      1.54e-02    6.77e-03    1.7e-04
 253000      1.02e+00    1.01e+00      1.17e-03    7.31e-04      7.14e-02    7.50e-02      8.21e-03    5.07e-03    1.7e-04
 254000      9.98e-01    8.48e-01      9.04e-04    1.73e-04      7.01e-02    6.31e-02      9.07e-03    6.07e-03    1.7e-04
 255000      1.03e+00    9.35e-01      5.55e-04    2.39e-04      7.58e-02    6.25e-02      8.79e-03    1.32e-02    1.6e-04
 256000      1.02e+00    9.70e-01      4.02e-04    2.33e-04      7.52e-02    7.24e-02      9.13e-03    8.17e-03    1.6e-04
 257000      1.47e+00    1.18e+00      4.65e-03    2.95e-03      6.49e-02    6.75e-02      3.97e-03    6.14e-03    1.6e-04
 258000      1.05e+00    9.72e-01      1.94e-03    1.47e-03      6.98e-02    6.56e-02      7.15e-03    8.70e-03    1.6e-04
 259000      1.10e+00    1.01e+00      1.34e-03    8.52e-05      7.53e-02    7.63e-02      1.12e-02    7.09e-03    1.6e-04
 260000      9.51e-01    9.74e-01      1.89e-04    1.46e-03      7.36e-02    6.86e-02      6.55e-03    7.16e-03    1.6e-04
 261000      9.34e-01    8.49e-01      7.93e-04    1.13e-04      6.79e-02    6.54e-02      9.21e-03    6.40e-03    1.6e-04
 262000      1.24e+00    1.00e+00      2.87e-03    1.74e-03      7.92e-02    7.04e-02      2.41e-03    3.97e-03    1.6e-04
 263000      9.43e-01    1.05e+00      2.68e-04    4.74e-04      7.17e-02    8.26e-02      7.90e-03    4.62e-03    1.6e-04
 264000      9.17e-01    8.55e-01      4.84e-04    3.46e-04      7.08e-02    6.57e-02      5.81e-03    6.14e-03    1.6e-04
 265000      1.10e+00    9.85e-01      6.75e-05    1.30e-03      8.59e-02    7.48e-02      8.35e-03    2.89e-03    1.5e-04
 266000      9.06e-01    8.76e-01      7.09e-04    6.87e-04      7.08e-02    6.67e-02      5.00e-03    7.16e-03    1.5e-04
 267000      1.05e+00    9.52e-01      1.89e-03    1.47e-03      7.27e-02    6.68e-02      7.32e-03    8.25e-03    1.5e-04
 268000      1.13e+00    9.71e-01      2.40e-03    4.24e-04      7.54e-02    7.55e-02      4.05e-03    7.54e-03    1.5e-04
 269000      9.10e-01    1.02e+00      4.25e-04    1.20e-03      7.33e-02    7.46e-02      2.64e-03    8.52e-03    1.5e-04
 270000      8.98e-01    8.57e-01      7.81e-04    3.50e-04      6.92e-02    6.83e-02      7.40e-03    6.18e-03    1.4e-04
 271000      9.69e-01    8.65e-01      1.42e-04    7.17e-04      7.74e-02    6.77e-02      7.42e-03    6.14e-03    1.4e-04
 272000      8.50e-01    8.88e-01      8.40e-04    5.29e-04      6.56e-02    7.17e-02      6.28e-03    4.35e-03    1.4e-04
 273000      1.06e+00    8.02e-01      1.57e-03    2.08e-04      7.26e-02    6.36e-02      1.21e-02    6.53e-03    1.4e-04
 274000      9.32e-01    8.68e-01      7.18e-05    4.97e-05      7.69e-02    7.01e-02      2.91e-03    5.70e-03    1.4e-04
 275000      9.28e-01    8.80e-01      9.05e-04    4.65e-04      7.01e-02    6.82e-02      9.80e-03    9.50e-03    1.4e-04
 276000      9.27e-01    8.91e-01      1.17e-03    1.49e-04      6.91e-02    7.43e-02      8.91e-03    3.83e-03    1.4e-04
 277000      8.20e-01    8.37e-01      8.34e-04    3.92e-04      6.50e-02    6.75e-02      5.16e-03    6.59e-03    1.4e-04
 278000      9.81e-01    1.05e+00      1.70e-03    1.59e-03      7.23e-02    7.92e-02      4.88e-03    5.78e-03    1.4e-04
 279000      8.76e-01    8.42e-01      6.00e-04    1.54e-04      6.63e-02    6.50e-02      1.03e-02    9.77e-03    1.4e-04
 280000      8.55e-01    8.45e-01      2.85e-04    5.22e-04      7.15e-02    6.81e-02      5.37e-03    7.69e-03    1.3e-04
 281000      8.04e-01    1.04e+00      2.93e-04    1.44e-03      6.65e-02    8.14e-02      6.11e-03    5.49e-03    1.3e-04
 282000      8.59e-01    8.59e-01      1.13e-04    5.01e-04      7.25e-02    7.22e-02      4.83e-03    3.74e-03    1.3e-04
 283000      9.45e-01    1.02e+00      2.38e-04    1.38e-03      7.96e-02    7.72e-02      5.31e-03    9.21e-03    1.3e-04
 284000      1.04e+00    8.23e-01      1.65e-03    7.70e-04      6.92e-02    6.43e-02      1.46e-02    8.15e-03    1.3e-04
 285000      9.23e-01    7.36e-01      5.65e-04    7.42e-04      7.28e-02    6.07e-02      1.11e-02    4.40e-03    1.3e-04
 286000      8.02e-01    9.24e-01      5.67e-04    4.70e-04      6.46e-02    7.84e-02      8.20e-03    5.77e-03    1.3e-04
 287000      8.93e-01    8.77e-01      3.12e-04    2.20e-04      7.39e-02    7.04e-02      8.34e-03    1.03e-02    1.3e-04
 288000      8.98e-01    9.92e-01      1.32e-03    1.52e-03      7.02e-02    7.68e-02      6.09e-03    6.74e-03    1.3e-04
 289000      7.59e-01    9.12e-01      1.78e-04    4.10e-04      6.28e-02    7.61e-02      7.22e-03    7.57e-03    1.3e-04
 290000      8.22e-01    8.80e-01      1.13e-03    5.17e-04      6.56e-02    6.96e-02      6.34e-03    1.16e-02    1.3e-04
 291000      7.25e-01    9.71e-01      6.40e-05    1.06e-04      6.18e-02    8.00e-02      6.35e-03    1.12e-02    1.3e-04
 292000      8.91e-01    9.24e-01      9.99e-05    2.99e-04      7.43e-02    7.81e-02      9.52e-03    8.61e-03    1.3e-04
 293000      9.97e-01    8.47e-01      2.18e-03    1.27e-03      6.92e-02    6.47e-02      7.08e-03    8.31e-03    1.3e-04
 294000      7.98e-01    8.65e-01      1.03e-03    5.08e-04      6.27e-02    7.16e-02      7.81e-03    8.82e-03    1.3e-04
 295000      8.24e-01    7.99e-01      6.51e-04    9.48e-04      7.22e-02    6.27e-02      3.93e-03    9.59e-03    1.2e-04
 296000      8.22e-01    7.35e-01      8.60e-04    2.88e-04      6.84e-02    6.06e-02      7.12e-03    9.18e-03    1.2e-04
 297000      8.86e-01    9.10e-01      1.89e-03    1.56e-03      6.43e-02    7.10e-02      5.13e-03    6.25e-03    1.2e-04
 298000      7.98e-01    1.08e+00      1.16e-03    2.41e-03      6.61e-02    7.70e-02      3.06e-03    5.52e-03    1.2e-04
 299000      8.45e-01    9.33e-01      1.53e-04    6.80e-04      7.60e-02    8.11e-02      3.36e-03    6.04e-03    1.2e-04
 300000      8.35e-01    8.71e-01      1.18e-03    5.44e-04      7.03e-02    7.53e-02      4.27e-03    8.51e-03    1.2e-04
 301000      8.13e-01    8.60e-01      4.44e-04    3.09e-04      6.96e-02    7.34e-02      8.82e-03    1.00e-02    1.2e-04
 302000      9.06e-01    9.37e-01      3.79e-04    2.72e-04      8.07e-02    8.23e-02      6.84e-03    8.82e-03    1.2e-04
 303000      8.11e-01    8.05e-01      1.18e-03    5.30e-04      6.34e-02    7.05e-02      9.25e-03    6.72e-03    1.2e-04
 304000      8.07e-01    9.08e-01      2.03e-04    1.11e-03      7.20e-02    7.20e-02      6.31e-03    1.12e-02    1.2e-04
 305000      7.59e-01    6.52e-01      4.08e-05    5.53e-04      6.82e-02    5.71e-02      7.16e-03    5.88e-03    1.1e-04
 306000      8.31e-01    7.83e-01      8.56e-04    3.46e-04      7.30e-02    7.02e-02      6.01e-03    6.96e-03    1.1e-04
 307000      7.92e-01    8.45e-01      5.81e-04    5.75e-04      7.07e-02    7.59e-02      6.16e-03    6.24e-03    1.1e-04
 308000      7.41e-01    8.45e-01      2.20e-05    1.86e-04      6.67e-02    7.77e-02      6.82e-03    5.43e-03    1.1e-04
 309000      8.12e-01    9.53e-01      1.19e-03    1.33e-03      6.87e-02    7.45e-02      4.94e-03    1.25e-02    1.1e-04
 310000      8.31e-01    8.78e-01      3.71e-04    1.29e-03      7.42e-02    7.14e-02      9.13e-03    1.00e-02    1.1e-04
 311000      1.04e+00    1.09e+00      2.84e-03    2.69e-03      6.38e-02    7.65e-02      7.29e-03    5.57e-03    1.1e-04
 312000      9.65e-01    6.75e-01      8.89e-05    3.10e-04      7.93e-02    6.32e-02      1.60e-02    3.57e-03    1.1e-04
 313000      7.89e-01    9.99e-01      8.48e-04    2.22e-03      6.72e-02    7.49e-02      9.08e-03    5.46e-03    1.1e-04
 314000      8.78e-01    7.73e-01      1.65e-03    4.94e-04      7.06e-02    6.93e-02      5.45e-03    7.62e-03    1.1e-04
 315000      8.41e-01    6.98e-01      5.34e-04    2.51e-04      7.15e-02    6.58e-02      1.27e-02    5.30e-03    1.0e-04
 316000      6.84e-01    7.77e-01      8.40e-04    8.88e-04      5.86e-02    7.09e-02      7.72e-03    4.33e-03    1.0e-04
 317000      8.28e-01    7.92e-01      1.66e-03    8.79e-04      6.50e-02    6.92e-02      6.61e-03    8.49e-03    1.0e-04
 318000      7.70e-01    7.47e-01      2.11e-04    1.56e-04      6.74e-02    6.79e-02      1.10e-02    8.77e-03    1.0e-04
 319000      7.96e-01    6.90e-01      7.21e-04    6.34e-04      6.91e-02    6.34e-02      1.01e-02    5.04e-03    1.0e-04
 320000      8.11e-01    7.45e-01      2.80e-04    1.12e-03      7.87e-02    6.44e-02      4.87e-03    6.78e-03    1.0e-04
 321000      7.94e-01    6.49e-01      4.09e-04    3.45e-05      7.48e-02    6.15e-02      7.45e-03    6.34e-03    1.0e-04
 322000      8.14e-01    7.86e-01      9.38e-04    9.71e-04      6.81e-02    7.05e-02      1.20e-02    7.01e-03    1.0e-04
 323000      8.99e-01    8.02e-01      1.69e-03    6.28e-04      7.18e-02    7.32e-02      9.23e-03    8.88e-03    1.0e-04
 324000      7.48e-01    7.51e-01      2.47e-04    6.82e-05      7.12e-02    7.25e-02      6.67e-03    5.66e-03    1.0e-04
 325000      6.63e-01    6.76e-01      1.24e-04    2.14e-04      6.59e-02    6.61e-02      3.77e-03    5.27e-03    9.7e-05
 326000      7.45e-01    8.53e-01      1.33e-03    1.37e-03      6.39e-02    7.45e-02      5.35e-03    7.29e-03    9.7e-05
 327000      6.68e-01    6.41e-01      1.20e-06    3.46e-04      6.59e-02    6.18e-02      4.91e-03    5.60e-03    9.7e-05
 328000      8.63e-01    7.69e-01      3.47e-06    5.63e-04      8.39e-02    7.29e-02      7.90e-03    7.31e-03    9.7e-05
 329000      7.22e-01    7.41e-01      3.45e-04    3.29e-04      6.75e-02    6.99e-02      8.68e-03    8.49e-03    9.7e-05
 330000      6.85e-01    8.87e-01      9.22e-04    1.86e-03      6.20e-02    7.25e-02      7.11e-03    6.51e-03    9.4e-05
 331000      6.83e-01    6.82e-01      5.43e-04    1.61e-04      6.65e-02    6.93e-02      5.54e-03    3.21e-03    9.4e-05
 332000      8.76e-01    7.78e-01      1.36e-03    1.50e-03      7.58e-02    6.58e-02      1.01e-02    6.00e-03    9.4e-05
 333000      7.82e-01    8.09e-01      9.82e-04    1.89e-03      7.20e-02    6.24e-02      7.69e-03    5.49e-03    9.4e-05
 334000      8.22e-01    8.33e-01      1.56e-03    1.67e-03      6.98e-02    7.02e-02      6.60e-03    5.25e-03    9.4e-05
 335000      7.95e-01    6.35e-01      4.79e-04    5.95e-04      7.69e-02    5.98e-02      9.62e-03    7.87e-03    9.1e-05
 336000      6.65e-01    5.81e-01      1.78e-04    1.45e-05      6.77e-02    5.93e-02      5.03e-03    4.48e-03    9.1e-05
 337000      7.04e-01    6.98e-01      1.26e-06    1.59e-04      7.03e-02    7.04e-02      7.38e-03    6.27e-03    9.1e-05
 338000      7.88e-01    7.38e-01      8.58e-04    1.11e-03      7.40e-02    6.88e-02      9.06e-03    5.21e-03    9.1e-05
 339000      6.90e-01    7.89e-01      1.18e-04    6.56e-04      6.77e-02    7.38e-02      8.34e-03    1.07e-02    9.1e-05
 340000      6.92e-01    7.00e-01      3.73e-04    3.20e-05      6.04e-02    7.22e-02      1.37e-02    6.10e-03    8.7e-05
 341000      7.02e-01    7.88e-01      9.14e-04    1.73e-03      6.83e-02    6.47e-02      4.94e-03    6.42e-03    8.7e-05
 342000      6.91e-01    6.53e-01      5.68e-05    2.42e-04      7.07e-02    6.43e-02      6.70e-03    8.56e-03    8.7e-05
 343000      6.43e-01    6.49e-01      5.54e-04    1.25e-04      6.61e-02    6.59e-02      2.47e-03    6.87e-03    8.7e-05
 344000      7.08e-01    6.38e-01      2.73e-04    6.45e-05      7.12e-02    6.67e-02      7.87e-03    4.21e-03    8.7e-05
 345000      8.10e-01    6.86e-01      1.34e-03    5.68e-04      7.59e-02    7.04e-02      6.49e-03    5.65e-03    8.4e-05
 346000      7.17e-01    7.02e-01      4.85e-04    8.16e-04      6.86e-02    7.00e-02      1.12e-02    5.95e-03    8.4e-05
 347000      6.12e-01    6.48e-01      5.70e-05    3.72e-04      6.42e-02    6.73e-02      5.50e-03    5.58e-03    8.4e-05
 348000      6.72e-01    5.68e-01      2.47e-04    6.05e-04      6.79e-02    5.69e-02      8.55e-03    5.10e-03    8.4e-05
 349000      7.45e-01    7.52e-01      7.78e-04    7.04e-04      7.30e-02    7.54e-02      8.64e-03    7.67e-03    8.4e-05
 350000      6.46e-01    6.54e-01      6.96e-04    3.87e-04      6.36e-02    7.04e-02      8.10e-03    3.42e-03    8.1e-05
 351000      6.89e-01    6.56e-01      8.81e-04    3.65e-04      6.92e-02    6.81e-02      5.57e-03    7.28e-03    8.1e-05
 352000      7.03e-01    6.08e-01      5.64e-04    5.49e-04      7.05e-02    6.27e-02      9.21e-03    5.76e-03    8.1e-05
 353000      6.92e-01    6.89e-01      8.50e-04    7.49e-04      6.50e-02    6.97e-02      1.03e-02    6.77e-03    8.1e-05
 354000      7.20e-01    5.89e-01      6.47e-04    6.36e-04      7.27e-02    5.82e-02      8.46e-03    7.18e-03    8.1e-05
 355000      6.36e-01    6.28e-01      3.11e-04    9.51e-04      5.77e-02    6.13e-02      1.37e-02    6.28e-03    7.8e-05
 356000      6.90e-01    5.91e-01      8.17e-06    5.17e-04      7.53e-02    6.17e-02      5.98e-03    6.18e-03    7.8e-05
 357000      6.06e-01    6.71e-01      3.24e-04    1.73e-04      6.43e-02    7.23e-02      6.58e-03    6.79e-03    7.8e-05
 358000      7.76e-01    6.19e-01      8.94e-04    5.88e-04      8.06e-02    6.14e-02      6.24e-03    9.07e-03    7.8e-05
 359000      6.59e-01    6.30e-01      5.72e-06    7.58e-06      7.04e-02    6.90e-02      7.61e-03    5.22e-03    7.8e-05
 360000      9.38e-01    9.92e-01      2.58e-03    2.60e-03      6.96e-02    7.58e-02      3.67e-03    7.31e-03    7.6e-05
 361000      6.11e-01    7.68e-01      2.68e-04    1.03e-03      6.73e-02    7.25e-02      5.59e-03    1.26e-02    7.6e-05
 362000      6.83e-01    6.67e-01      7.93e-04    1.01e-03      6.68e-02    6.70e-02      1.06e-02    5.88e-03    7.6e-05
 363000      7.49e-01    7.97e-01      1.54e-03    1.63e-03      6.90e-02    7.15e-02      5.26e-03    8.04e-03    7.6e-05
 364000      6.35e-01    6.14e-01      4.42e-04    5.22e-04      6.94e-02    6.72e-02      5.24e-03    3.94e-03    7.6e-05
 365000      7.96e-01    6.28e-01      1.40e-03    7.03e-05      7.59e-02    6.85e-02      9.60e-03    8.39e-03    7.3e-05
