#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn    rmse_v_val  rmse_v_trn         lr
3160000      1.04e-01    9.79e-02      1.04e-04    8.88e-05      7.88e-02    7.22e-02      6.72e-03    6.79e-03    1.4e-13
3161000      1.64e-01    1.10e-01      5.10e-04    6.20e-05      7.48e-02    7.76e-02      2.19e-03    8.38e-03    1.4e-13
3162000      2.20e-01    9.94e-02      6.12e-04    1.37e-04      8.36e-02    8.15e-02      1.17e-02    4.59e-03    1.4e-13
3163000      1.19e-01    1.30e-01      2.05e-04    1.75e-05      7.88e-02    7.87e-02      7.52e-03    1.15e-02    1.4e-13
3164000      1.04e-01    1.13e-01      1.46e-04    1.72e-05      8.30e-02    7.31e-02      5.28e-03    9.50e-03    1.4e-13
3165000      1.24e-01    1.41e-01      2.39e-04    3.47e-04      7.71e-02    7.51e-02      7.73e-03    7.41e-03    1.4e-13
3166000      1.19e-01    1.13e-01      6.70e-05    2.05e-05      7.88e-02    8.17e-02      9.72e-03    8.69e-03    1.4e-13
3167000      1.18e-01    1.05e-01      2.47e-04    1.97e-04      8.52e-02    7.70e-02      4.73e-03    4.79e-03    1.4e-13
3168000      1.32e-01    1.17e-01      2.70e-04    2.69e-04      8.07e-02    8.01e-02      7.87e-03    4.19e-03    1.4e-13
3169000      1.01e-01    1.07e-01      1.20e-04    1.49e-04      7.74e-02    7.97e-02      6.04e-03    6.43e-03    1.4e-13
3170000      9.31e-02    1.14e-01      9.69e-05    2.30e-05      7.96e-02    7.29e-02      4.40e-03    9.71e-03    1.3e-13
3171000      1.95e-01    1.31e-01      5.10e-04    3.18e-04      6.63e-02    7.05e-02      1.24e-02    7.04e-03    1.3e-13
3172000      9.74e-02    1.63e-01      1.23e-04    4.46e-04      7.82e-02    7.41e-02      5.16e-03    7.85e-03    1.3e-13
3173000      1.11e-01    1.67e-01      2.70e-04    4.74e-04      6.58e-02    8.60e-02      5.06e-03    5.20e-03    1.3e-13
3174000      1.00e-01    9.52e-02      2.90e-06    6.64e-05      7.75e-02    7.99e-02      7.08e-03    5.36e-03    1.3e-13
3175000      1.61e-01    1.23e-01      4.35e-04    2.60e-04      7.26e-02    7.68e-02      8.13e-03    6.84e-03    1.3e-13
3176000      9.47e-02    1.00e-01      1.36e-04    3.71e-05      7.82e-02    8.34e-02      4.11e-03    6.03e-03    1.3e-13
3177000      1.59e-01    1.20e-01      3.82e-04    5.18e-05      7.97e-02    7.72e-02      9.37e-03    1.01e-02    1.3e-13
3178000      1.39e-01    9.86e-02      3.82e-04    3.22e-05      7.59e-02    7.27e-02      4.59e-03    7.33e-03    1.3e-13
3179000      2.97e-01    1.16e-01      9.57e-04    7.71e-06      7.59e-02    7.25e-02      1.01e-02    9.99e-03    1.3e-13
3180000      1.04e-01    1.15e-01      1.41e-04    1.00e-04      7.09e-02    8.23e-02      7.21e-03    8.41e-03    1.3e-13
3181000      1.38e-01    1.17e-01      1.37e-04    1.84e-04      6.74e-02    8.24e-02      1.26e-02    7.19e-03    1.3e-13
3182000      1.40e-01    1.33e-01      2.62e-04    2.87e-04      6.86e-02    8.95e-02      1.08e-02    6.19e-03    1.3e-13
3183000      9.74e-02    1.36e-01      4.38e-05    2.66e-04      7.91e-02    7.38e-02      6.17e-03    9.57e-03    1.3e-13
3184000      1.09e-01    9.81e-02      3.88e-05    8.14e-05      8.79e-02    8.26e-02      6.99e-03    5.30e-03    1.3e-13
3185000      1.89e-01    1.35e-01      1.94e-04    3.60e-04      8.35e-02    7.66e-02      1.78e-02    4.87e-03    1.2e-13
3186000      1.20e-01    1.38e-01      2.47e-04    3.10e-04      7.20e-02    7.98e-02      7.16e-03    7.69e-03    1.2e-13
3187000      1.01e-01    1.02e-01      1.13e-04    2.28e-04      8.45e-02    6.16e-02      4.99e-03    5.47e-03    1.2e-13
3188000      2.52e-01    1.40e-01      7.95e-04    3.60e-04      7.25e-02    7.24e-02      9.38e-03    6.81e-03    1.2e-13
3189000      1.07e-01    1.75e-01      1.59e-04    5.09e-04      7.33e-02    7.25e-02      6.98e-03    7.48e-03    1.2e-13
3190000      8.82e-02    1.49e-01      8.45e-05    8.71e-06      6.88e-02    8.06e-02      5.52e-03    1.40e-02    1.2e-13
3191000      1.25e-01    1.65e-01      2.90e-04    4.58e-04      7.95e-02    7.23e-02      5.51e-03    7.89e-03    1.2e-13
3192000      9.59e-02    1.37e-01      1.23e-05    3.83e-04      8.00e-02    6.47e-02      5.86e-03    5.63e-03    1.2e-13
3193000      9.56e-02    9.58e-02      5.45e-05    4.24e-05      7.93e-02    8.12e-02      5.66e-03    5.48e-03    1.2e-13
3194000      1.42e-01    1.60e-01      6.04e-05    4.20e-04      8.85e-02    6.97e-02      1.23e-02    8.93e-03    1.2e-13
3195000      9.00e-02    1.37e-01      3.25e-05    3.91e-04      7.12e-02    6.45e-02      6.03e-03    5.33e-03    1.1e-13
3196000      9.68e-02    9.91e-02      1.07e-04    1.02e-04      6.73e-02    7.83e-02      6.94e-03    5.94e-03    1.1e-13
3197000      1.57e-01    9.64e-02      2.99e-04    1.55e-04      8.75e-02    8.14e-02      1.09e-02    3.00e-03    1.1e-13
3198000      1.06e-01    1.24e-01      1.34e-04    2.97e-04      7.20e-02    7.37e-02      7.60e-03    5.78e-03    1.1e-13
3199000      8.47e-02    8.41e-02      2.12e-05    5.27e-05      7.28e-02    7.21e-02      4.76e-03    4.53e-03    1.1e-13
3200000      1.19e-01    1.18e-01      2.26e-04    1.68e-04      8.16e-02    7.84e-02      6.55e-03    8.23e-03    1.1e-13
3201000      2.17e-01    9.73e-02      5.90e-04    2.24e-05      8.11e-02    6.44e-02      1.24e-02    8.07e-03    1.1e-13
3202000      9.44e-02    1.26e-01      3.13e-05    2.01e-04      7.58e-02    8.30e-02      6.18e-03    8.47e-03    1.1e-13
3203000      9.48e-02    1.64e-01      5.24e-05    4.09e-04      6.79e-02    8.40e-02      7.16e-03    8.87e-03    1.1e-13
3204000      1.60e-01    1.36e-01      4.73e-04    3.26e-04      7.05e-02    8.11e-02      5.67e-03    6.27e-03    1.1e-13
3205000      9.74e-02    1.00e-01      4.97e-05    9.53e-05      7.11e-02    7.08e-02      7.24e-03    7.24e-03    1.0e-13
3206000      9.77e-02    1.22e-01      1.83e-04    3.29e-04      7.23e-02    7.27e-02      4.44e-03    3.09e-03    1.0e-13
3207000      1.65e-01    9.81e-02      4.29e-04    1.19e-04      7.13e-02    6.86e-02      9.40e-03    6.83e-03    1.0e-13
3208000      1.25e-01    9.93e-02      2.95e-04    3.95e-05      7.64e-02    6.74e-02      5.75e-03    8.00e-03    1.0e-13
3209000      2.01e-01    1.19e-01      6.46e-04    1.61e-04      7.50e-02    7.74e-02      3.80e-03    8.57e-03    1.0e-13
3210000      2.12e-01    1.23e-01      6.71e-04    2.35e-04      7.74e-02    7.64e-02      5.41e-03    7.79e-03    1.0e-13
3211000      9.38e-02    1.06e-01      2.18e-05    1.04e-04      8.03e-02    7.98e-02      5.34e-03    7.03e-03    1.0e-13
3212000      9.92e-02    1.87e-01      1.24e-04    5.69e-04      7.74e-02    7.25e-02      5.67e-03    6.46e-03    1.0e-13
3213000      1.22e-01    9.71e-02      2.40e-05    6.29e-05      8.48e-02    8.18e-02      9.67e-03    5.47e-03    1.0e-13
3214000      1.19e-01    2.00e-01      2.99e-04    5.80e-04      6.42e-02    7.89e-02      5.86e-03    9.06e-03    1.0e-13
3215000      1.29e-01    9.53e-02      2.99e-04    1.01e-04      6.70e-02    7.37e-02      7.77e-03    5.89e-03    9.8e-14
3216000      1.14e-01    1.42e-01      1.62e-04    1.79e-04      7.83e-02    7.08e-02      7.59e-03    1.25e-02    9.8e-14
3217000      9.26e-02    1.16e-01      1.76e-04    2.12e-04      6.63e-02    7.73e-02      4.55e-03    6.91e-03    9.8e-14
3218000      9.66e-02    1.30e-01      1.17e-04    2.89e-04      8.14e-02    7.69e-02      4.46e-03    7.22e-03    9.8e-14
3219000      1.10e-01    9.26e-02      2.55e-04    6.10e-05      6.89e-02    7.86e-02      5.15e-03    5.09e-03    9.8e-14
3220000      1.41e-01    9.08e-02      4.06e-04    9.67e-07      6.64e-02    7.39e-02      5.07e-03    5.86e-03    9.4e-14
3221000      1.14e-01    9.17e-02      9.99e-05    1.39e-04      7.77e-02    6.77e-02      8.71e-03    5.28e-03    9.4e-14
3222000      1.63e-01    1.37e-01      3.85e-04    3.65e-04      8.74e-02    7.46e-02      9.32e-03    5.42e-03    9.4e-14
3223000      2.56e-01    1.34e-01      8.23e-04    3.35e-04      7.12e-02    8.08e-02      8.24e-03    5.46e-03    9.4e-14
3224000      1.91e-01    1.17e-01      4.82e-04    6.54e-05      6.62e-02    7.53e-02      1.28e-02    9.78e-03    9.4e-14
3225000      1.64e-01    1.36e-01      3.36e-04    3.37e-04      8.70e-02    8.21e-02      1.12e-02    5.63e-03    9.1e-14
3226000      3.03e-01    1.85e-01      9.62e-04    5.55e-04      6.52e-02    7.48e-02      1.25e-02    6.73e-03    9.1e-14
3227000      1.53e-01    1.82e-01      3.11e-04    5.64e-04      8.31e-02    7.04e-02      1.04e-02    5.57e-03    9.1e-14
3228000      9.35e-02    8.57e-02      1.32e-04    1.01e-04      7.36e-02    6.95e-02      4.86e-03    4.56e-03    9.1e-14
3229000      1.03e-01    1.25e-01      7.49e-05    1.72e-04      6.82e-02    9.08e-02      8.18e-03    7.94e-03    9.1e-14
3230000      1.09e-01    1.38e-01      6.97e-05    3.06e-04      8.93e-02    7.48e-02      6.60e-03    8.41e-03    8.8e-14
3231000      7.67e-02    1.01e-01      8.68e-06    5.41e-05      7.19e-02    8.21e-02      2.95e-03    6.33e-03    8.8e-14
3232000      3.45e-01    1.05e-01      1.10e-03    9.49e-05      7.33e-02    8.46e-02      1.42e-02    6.17e-03    8.8e-14
3233000      1.95e-01    1.31e-01      6.14e-04    2.55e-04      7.76e-02    7.38e-02      4.30e-03    8.91e-03    8.8e-14
3234000      3.55e-01    9.34e-02      1.12e-03    1.24e-04      6.98e-02    7.35e-02      1.52e-02    5.07e-03    8.8e-14
3235000      1.66e-01    9.25e-02      4.92e-04    6.02e-05      7.28e-02    7.02e-02      5.75e-03    6.42e-03    8.5e-14
3236000      9.77e-02    9.55e-02      1.98e-06    1.07e-04      7.87e-02    7.96e-02      6.43e-03    4.78e-03    8.5e-14
3237000      2.17e-01    1.25e-01      6.90e-04    2.51e-04      7.64e-02    7.61e-02      5.60e-03    7.73e-03    8.5e-14
3238000      1.22e-01    1.18e-01      1.54e-04    1.35e-05      7.90e-02    7.62e-02      9.08e-03    1.00e-02    8.5e-14
3239000      1.04e-01    1.04e-01      1.34e-04    5.69e-05      7.70e-02    8.09e-02      6.43e-03    6.99e-03    8.5e-14
3240000      1.04e-01    7.79e-02      1.07e-04    6.04e-05      7.45e-02    7.27e-02      7.32e-03    2.46e-03    8.2e-14
3241000      1.37e-01    1.04e-01      3.52e-04    2.20e-04      7.38e-02    6.92e-02      6.34e-03    4.98e-03    8.2e-14
3242000      1.08e-01    1.10e-01      1.66e-04    1.23e-04      7.96e-02    7.70e-02      6.13e-03    7.84e-03    8.2e-14
3243000      1.71e-01    1.50e-01      4.85e-04    3.98e-04      7.27e-02    8.76e-02      7.68e-03    5.04e-03    8.2e-14
3244000      1.12e-01    1.72e-01      1.28e-04    4.17e-04      8.00e-02    7.59e-02      7.75e-03    1.10e-02    8.2e-14
3245000      9.73e-02    1.14e-01      3.34e-05    9.41e-05      8.36e-02    9.15e-02      5.44e-03    6.84e-03    7.9e-14
3246000      1.28e-01    1.40e-01      3.26e-04    4.06e-04      8.03e-02    6.24e-02      3.90e-03    5.32e-03    7.9e-14
3247000      1.69e-01    1.79e-01      5.13e-04    5.69e-04      7.52e-02    6.90e-02      4.49e-03    3.41e-03    7.9e-14
3248000      1.42e-01    9.29e-02      2.61e-04    1.20e-04      9.08e-02    7.35e-02      8.94e-03    5.05e-03    7.9e-14
3249000      1.12e-01    1.04e-01      2.28e-04    5.57e-06      7.78e-02    7.29e-02      5.26e-03    8.20e-03    7.9e-14
3250000      1.24e-01    1.20e-01      2.85e-04    5.18e-05      7.27e-02    7.72e-02      6.50e-03    1.01e-02    7.6e-14
3251000      1.35e-01    9.02e-02      3.17e-04    2.23e-05      7.33e-02    8.17e-02      7.61e-03    4.19e-03    7.6e-14
3252000      1.89e-01    1.03e-01      5.71e-04    1.32e-04      7.42e-02    7.50e-02      6.90e-03    6.67e-03    7.6e-14
3253000      1.19e-01    8.72e-02      2.85e-06    1.37e-06      8.20e-02    7.56e-02      9.50e-03    4.82e-03    7.6e-14
3254000      9.54e-02    8.98e-02      3.83e-05    1.15e-04      8.43e-02    7.17e-02      4.79e-03    4.79e-03    7.6e-14
3255000      1.65e-01    1.14e-01      5.00e-04    2.56e-04      7.37e-02    8.05e-02      4.51e-03    4.00e-03    7.3e-14
3256000      1.83e-01    1.06e-01      5.14e-04    4.15e-05      7.25e-02    7.54e-02      9.09e-03    8.09e-03    7.3e-14
3257000      1.12e-01    2.23e-01      2.55e-04    6.91e-04      7.66e-02    7.28e-02      4.17e-03    8.49e-03    7.3e-14
3258000      8.48e-02    1.08e-01      1.36e-04    1.78e-04      6.47e-02    6.58e-02      4.32e-03    7.65e-03    7.3e-14
3259000      2.27e-01    1.11e-01      7.40e-04    1.52e-05      7.85e-02    7.71e-02      3.76e-03    8.89e-03    7.3e-14
3260000      1.93e-01    1.27e-01      5.99e-04    3.34e-04      7.83e-02    7.33e-02      4.86e-03    4.58e-03    7.1e-14
3261000      1.07e-01    1.02e-01      3.26e-06    5.17e-05      8.84e-02    7.82e-02      6.75e-03    7.16e-03    7.1e-14
3262000      1.28e-01    1.55e-01      3.46e-04    3.72e-04      6.73e-02    8.17e-02      5.16e-03    8.63e-03    7.1e-14
3263000      1.69e-01    2.35e-01      4.56e-04    7.35e-04      7.21e-02    8.07e-02      9.06e-03    7.92e-03    7.1e-14
3264000      1.16e-01    1.38e-01      3.02e-04    3.88e-04      7.46e-02    7.35e-02      2.66e-03    4.42e-03    7.1e-14
3265000      1.42e-01    1.17e-01      1.63e-04    3.91e-05      8.44e-02    7.68e-02      1.16e-02    9.69e-03    6.8e-14
3266000      1.46e-01    1.03e-01      3.53e-04    1.19e-04      6.88e-02    7.82e-02      9.06e-03    6.34e-03    6.8e-14
3267000      1.50e-01    9.46e-02      3.55e-04    1.57e-04      6.91e-02    8.07e-02      9.65e-03    2.37e-03    6.8e-14
3268000      1.04e-01    9.98e-02      1.13e-04    1.58e-04      8.25e-02    7.06e-02      6.04e-03    6.04e-03    6.8e-14
3269000      1.44e-01    2.11e-01      4.09e-04    6.06e-04      7.55e-02    7.87e-02      4.21e-03    1.02e-02    6.8e-14
3270000      8.78e-02    1.23e-01      8.65e-05    3.06e-04      6.97e-02    7.16e-02      5.25e-03    5.32e-03    6.6e-14
3271000      1.30e-01    1.02e-01      2.60e-04    1.24e-04      8.30e-02    6.46e-02      7.56e-03    7.92e-03    6.6e-14
3272000      1.02e-01    1.10e-01      8.26e-05    1.28e-04      8.66e-02    8.13e-02      5.31e-03    7.14e-03    6.6e-14
3273000      1.93e-01    9.08e-02      5.12e-04    1.01e-04      7.80e-02    7.61e-02      1.11e-02    4.49e-03    6.6e-14
3274000      1.46e-01    1.59e-01      3.96e-04    4.66e-04      8.19e-02    7.54e-02      5.05e-03    4.77e-03    6.6e-14
3275000      1.30e-01    1.30e-01      2.77e-04    1.75e-05      7.09e-02    7.87e-02      8.42e-03    1.15e-02    6.3e-14
3276000      2.30e-01    1.81e-01      7.48e-04    4.90e-04      7.83e-02    8.02e-02      4.22e-03    9.33e-03    6.3e-14
3277000      1.35e-01    1.61e-01      3.67e-04    4.09e-04      6.88e-02    7.21e-02      5.78e-03    9.49e-03    6.3e-14
3278000      1.28e-01    1.41e-01      2.77e-04    4.18e-04      7.73e-02    7.25e-02      7.15e-03    2.69e-03    6.3e-14
3279000      1.55e-01    1.29e-01      4.71e-04    1.12e-04      7.19e-02    7.40e-02      3.61e-03    1.12e-02    6.3e-14
3280000      1.01e-01    1.92e-01      8.29e-05    5.92e-04      7.90e-02    7.33e-02      6.51e-03    6.01e-03    6.1e-14
3281000      9.12e-02    1.87e-01      1.35e-05    5.57e-04      8.40e-02    7.66e-02      3.92e-03    6.89e-03    6.1e-14
3282000      1.78e-01    1.46e-01      5.36e-04    4.17e-04      6.98e-02    7.38e-02      6.74e-03    4.54e-03    6.1e-14
3283000      1.27e-01    1.17e-01      2.73e-04    1.93e-04      8.52e-02    7.37e-02      5.85e-03    8.08e-03    6.1e-14
3284000      9.49e-02    1.26e-01      4.39e-05    3.37e-04      7.76e-02    6.49e-02      5.91e-03    5.49e-03    6.1e-14
3285000      9.47e-02    1.08e-01      4.75e-05    2.31e-04      6.88e-02    6.95e-02      7.08e-03    5.64e-03    5.9e-14
3286000      9.46e-02    1.21e-01      9.05e-05    1.98e-04      6.46e-02    8.45e-02      7.12e-03    7.39e-03    5.9e-14
3287000      1.72e-01    1.46e-01      5.21e-04    2.19e-04      7.09e-02    7.70e-02      5.43e-03    1.19e-02    5.9e-14
3288000      1.13e-01    1.15e-01      2.28e-04    2.14e-04      8.00e-02    7.36e-02      5.25e-03    7.20e-03    5.9e-14
3289000      1.13e-01    1.15e-01      2.11e-04    2.27e-04      7.68e-02    8.25e-02      6.29e-03    5.13e-03    5.9e-14
3290000      1.13e-01    1.14e-01      1.22e-04    4.93e-05      7.19e-02    7.43e-02      8.96e-03    9.42e-03    5.7e-14
3291000      2.17e-01    2.38e-01      6.65e-04    7.64e-04      8.06e-02    8.28e-02      7.58e-03    5.83e-03    5.7e-14
3292000      1.05e-01    1.01e-01      1.56e-04    5.41e-05      8.20e-02    8.21e-02      5.41e-03    6.33e-03    5.7e-14
3293000      1.75e-01    1.81e-01      5.16e-04    4.93e-04      7.60e-02    7.73e-02      6.21e-03    9.42e-03    5.7e-14
3294000      1.07e-01    1.11e-01      1.09e-04    1.35e-04      7.75e-02    7.98e-02      7.45e-03    7.49e-03    5.7e-14
3295000      1.18e-01    1.01e-01      2.70e-04    1.45e-04      8.14e-02    7.78e-02      4.28e-03    5.57e-03    5.5e-14
3296000      2.31e-01    9.91e-02      7.30e-04    1.25e-04      7.97e-02    7.28e-02      6.82e-03    6.35e-03    5.5e-14
3297000      1.41e-01    1.03e-01      3.30e-04    3.39e-05      7.69e-02    7.38e-02      8.07e-03    7.87e-03    5.5e-14
3298000      1.15e-01    1.10e-01      1.29e-04    1.88e-04      7.15e-02    6.86e-02      9.09e-03    7.46e-03    5.5e-14
3299000      2.11e-01    1.82e-01      5.98e-04    5.41e-04      7.93e-02    8.78e-02      1.08e-02    4.59e-03    5.5e-14
3300000      2.08e-01    9.29e-02      6.15e-04    1.58e-04      7.70e-02    7.44e-02      9.13e-03    3.63e-03    5.3e-14
3301000      8.20e-02    1.13e-01      1.73e-05    2.36e-04      6.92e-02    7.06e-02      4.84e-03    6.40e-03    5.3e-14
3302000      1.25e-01    1.67e-01      2.06e-04    4.96e-04      7.33e-02    7.91e-02      9.24e-03    4.46e-03    5.3e-14
3303000      1.60e-01    3.00e-01      3.68e-04    9.78e-04      6.92e-02    7.18e-02      1.11e-02    9.56e-03    5.3e-14
3304000      1.42e-01    2.25e-01      3.59e-04    7.05e-04      7.57e-02    8.23e-02      7.11e-03    6.73e-03    5.3e-14
3305000      1.09e-01    8.95e-02      1.56e-04    9.34e-05      8.08e-02    6.53e-02      6.43e-03    6.13e-03    5.1e-14
3306000      1.51e-01    1.72e-01      4.03e-04    4.17e-04      8.13e-02    7.59e-02      6.14e-03    1.10e-02    5.1e-14
3307000      1.34e-01    1.05e-01      3.62e-04    1.24e-04      6.71e-02    8.07e-02      5.78e-03    6.31e-03    5.1e-14
3308000      1.05e-01    2.35e-01      1.45e-04    7.39e-04      8.30e-02    8.60e-02      5.42e-03    6.47e-03    5.1e-14
3309000      1.10e-01    1.21e-01      8.47e-05    1.29e-04      7.25e-02    8.53e-02      8.83e-03    8.59e-03    5.1e-14
3310000      9.68e-02    1.10e-01      1.17e-04    1.01e-05      7.56e-02    7.66e-02      5.62e-03    8.80e-03    4.9e-14
3311000      1.37e-01    1.12e-01      3.45e-04    1.84e-04      7.97e-02    8.22e-02      5.97e-03    6.18e-03    4.9e-14
3312000      9.69e-02    1.03e-01      2.48e-05    5.79e-05      8.23e-02    7.62e-02      5.63e-03    7.46e-03    4.9e-14
3313000      1.09e-01    9.98e-02      9.28e-05    5.69e-05      7.13e-02    8.39e-02      8.66e-03    5.74e-03    4.9e-14
3314000      9.21e-02    1.56e-01      6.94e-05    3.96e-04      6.84e-02    8.07e-02      6.49e-03    8.01e-03    4.9e-14
3315000      1.33e-01    1.09e-01      3.54e-04    1.58e-04      7.80e-02    8.19e-02      4.23e-03    6.17e-03    4.8e-14
3316000      2.78e-01    2.03e-01      9.15e-04    5.93e-04      7.20e-02    7.32e-02      7.36e-03    9.48e-03    4.8e-14
3317000      1.13e-01    1.12e-01      1.20e-04    1.80e-04      8.29e-02    8.09e-02      7.59e-03    6.46e-03    4.8e-14
3318000      1.40e-01    1.11e-01      2.19e-04    1.58e-04      6.84e-02    8.92e-02      1.16e-02    5.30e-03    4.8e-14
